listing_id,city,location_name,latitude,longitude,property_type,price_ksh,bedrooms,bathrooms,area_size_sqm,availability_status,available_from,amenities,date_listed,image_url
HM00322,Mombasa,Nyali,-4.026926,39.668968,Bedsitter,12836,0,1,28,Vacant,2025-09-12,"Gym, Security, Pool",2025-05-10,https://example.com/images/HM00322.jpg
HM00323,Eldoret,Riat,0.511934,35.332077,Maisonette,14934,2,2,107,Vacant,2025-09-12,"Electricity, CCTV, Pool, Balcony",2025-05-18,https://example.com/images/HM00323.jpg
HM00324,Nakuru,Kapkures,-0.3144,36.057468,Apartment,40000,3,2,114,Vacant,2025-09-12,"Parking, Gym, Security, WiFi, Water, Electricity",2025-08-10,https://example.com/images/HM00324.jpg
HM00325,Nakuru,Kivumbini,-0.311713,36.103498,Studio,18415,1,1,59,Occupied,2025-11-13,"Pool, Balcony",2025-07-16,https://example.com/images/HM00325.jpg
HM00326,Eldoret,Kimumu,0.550297,35.293309,Townhouse,26962,3,2,82,Vacant,2025-09-12,"Security, Parking, Pool, CCTV, Furnished",2025-06-21,https://example.com/images/HM00326.jpg
HM00327,Mombasa,Mvita,-4.057456,39.734803,Maisonette,25752,2,2,90,Available_from,2025-10-06,"Water, Gym, Balcony, Furnished",2025-07-01,https://example.com/images/HM00327.jpg
HM00328,Kisumu,Kibuye,-0.107143,34.768041,Bungalow,14565,1,1,81,Vacant,2025-09-12,"WiFi, Electricity",2025-08-05,https://example.com/images/HM00328.jpg
HM00329,Nairobi,Ngong Road,-1.296472,36.866006,Townhouse,112874,1,1,56,Vacant,2025-09-12,"Pool, CCTV, Security",2025-07-18,https://example.com/images/HM00329.jpg
HM00330,Nairobi,Dagoretti,-1.21698,36.738111,Apartment,29825,3,2,127,Vacant,2025-09-12,"Gym, Security",2025-05-21,https://example.com/images/HM00330.jpg
HM00331,Nairobi,Dagoretti,-1.253101,36.867703,Bedsitter,17082,0,1,21,Vacant,2025-09-12,"Electricity, Pool, Water, Balcony, Gym, Security",2025-06-07,https://example.com/images/HM00331.jpg
HM00332,Kisumu,Kong'onyo,-0.070273,34.771285,Apartment,23561,2,2,100,Available_from,2025-11-09,"Security, Balcony, Pool",2025-04-03,https://example.com/images/HM00332.jpg
HM00333,Nairobi,Eastleigh,-1.292614,36.783869,Bedsitter,89595,0,1,30,Vacant,2025-09-12,"Security, Pool, Gym, Electricity, Furnished",2025-05-02,https://example.com/images/HM00333.jpg
HM00334,Nakuru,Rhoda,-0.257223,36.096342,Townhouse,13498,3,2,85,Vacant,2025-09-12,"Furnished, Gym",2025-08-03,https://example.com/images/HM00334.jpg
HM00335,Nairobi,Ngong Road,-1.257122,36.899322,Apartment,39651,2,2,101,Available_from,2025-10-09,"Electricity, CCTV, WiFi, Pool",2025-08-23,https://example.com/images/HM00335.jpg
HM00336,Nairobi,Dagoretti,-1.219378,36.734857,Townhouse,120000,2,2,90,Vacant,2025-09-12,"WiFi, Pool, Gym, Furnished, Security, CCTV",2025-04-30,https://example.com/images/HM00336.jpg
HM00337,Mombasa,Kizingo,-4.033206,39.709944,Studio,34701,1,1,85,Vacant,2025-09-12,"Security, Gym, Electricity, Balcony",2025-04-07,https://example.com/images/HM00337.jpg
HM00338,Nairobi,Eastleigh,-1.270536,36.756472,Apartment,114030,1,1,53,Vacant,2025-09-12,"Pool, Parking, Gym, Balcony, Electricity",2025-05-31,https://example.com/images/HM00338.jpg
HM00339,Nairobi,Ngong Road,-1.224244,36.831491,Apartment,44079,2,2,95,Vacant,2025-09-12,"Water, Balcony, Pool",2025-05-11,https://example.com/images/HM00339.jpg
HM00340,Nairobi,Ngong Road,-1.244961,36.817824,Studio,113101,1,1,62,Vacant,2025-09-12,"WiFi, Balcony, Electricity, Pool, Parking, Furnished",2025-04-19,https://example.com/images/HM00340.jpg
HM00341,Nairobi,Riverside,-1.245872,36.776263,Studio,75547,1,1,65,Vacant,2025-09-12,"Pool, Parking",2025-05-02,https://example.com/images/HM00341.jpg
HM00342,Eldoret,Riat,0.522303,35.328672,Townhouse,9764,1,1,45,Vacant,2025-09-12,"Balcony, WiFi, Gym, Water",2025-07-12,https://example.com/images/HM00342.jpg
HM00343,Kisumu,Milimani,-0.110278,34.799048,Maisonette,41592,1,1,49,Vacant,2025-09-12,"Electricity, WiFi, Balcony",2025-03-19,https://example.com/images/HM00343.jpg
HM00344,Nairobi,Lavington,-1.273824,36.895745,Maisonette,25926,3,2,104,Occupied,2025-11-05,"Electricity, Gym, Balcony, Security, Water, Pool",2025-04-25,https://example.com/images/HM00344.jpg
HM00345,Mombasa,Nyali,-4.022975,39.700454,Apartment,52190,2,2,72,Vacant,2025-09-12,"Electricity, Furnished",2025-05-15,https://example.com/images/HM00345.jpg
HM00346,Mombasa,Mvita,-4.088644,39.727383,Studio,16118,1,1,60,Vacant,2025-09-12,"CCTV, Gym",2025-09-08,https://example.com/images/HM00346.jpg
HM00347,Mombasa,Mvita,-4.020628,39.667359,Bungalow,45525,1,1,85,Vacant,2025-09-12,"Water, Pool, Furnished, Gym",2025-07-18,https://example.com/images/HM00347.jpg
HM00348,Nairobi,Dagoretti,-1.225373,36.858639,Bungalow,24138,3,2,99,Vacant,2025-09-12,"WiFi, Parking, Gym",2025-09-12,https://example.com/images/HM00348.jpg
HM00349,Nairobi,South C,-1.254872,36.813316,Studio,39208,1,1,67,Vacant,2025-09-12,"WiFi, Pool, Water, Parking, CCTV",2025-04-24,https://example.com/images/HM00349.jpg
HM00350,Nairobi,South C,-1.255007,36.807193,Townhouse,116576,2,2,61,Vacant,2025-09-12,"CCTV, Electricity, Security, Gym",2025-04-01,https://example.com/images/HM00350.jpg
HM00351,Kisumu,Obunga,-0.066286,34.753291,Townhouse,35978,2,2,99,Vacant,2025-09-12,"Security, Furnished, Pool, WiFi, CCTV",2025-04-02,https://example.com/images/HM00351.jpg
HM00352,Nairobi,Kileleshwa,-1.298563,36.735317,Apartment,32134,2,2,96,Vacant,2025-09-12,"Gym, Pool, WiFi, Parking, Water",2025-05-11,https://example.com/images/HM00352.jpg
HM00353,Mombasa,Nyali,-4.088822,39.741314,Townhouse,60000,2,2,65,Vacant,2025-09-12,"Security, Pool",2025-06-30,https://example.com/images/HM00353.jpg
HM00354,Nakuru,Milimani,-0.247636,36.068607,Apartment,40000,3,2,79,Available_from,2025-10-18,"Furnished, Electricity",2025-07-30,https://example.com/images/HM00354.jpg
HM00355,Nairobi,Lavington,-1.256857,36.77229,Townhouse,112906,4,3,143,Occupied,2026-03-08,"Gym, Balcony, Furnished, CCTV",2025-05-01,https://example.com/images/HM00355.jpg
HM00356,Mombasa,Mtwapa,-4.059624,39.657399,Studio,35174,1,1,67,Available_from,2025-10-20,"Security, Balcony, Pool, Gym",2025-06-06,https://example.com/images/HM00356.jpg
HM00357,Mombasa,Mtwapa,-4.040894,39.681257,Studio,60000,1,1,61,Vacant,2025-09-12,"Gym, Balcony, Parking, Security, CCTV",2025-05-27,https://example.com/images/HM00357.jpg
HM00358,Mombasa,Mtwapa,-4.077842,39.737936,Apartment,24748,2,2,80,Vacant,2025-09-12,"Pool, CCTV, Water, Parking",2025-03-25,https://example.com/images/HM00358.jpg
HM00359,Nairobi,Kileleshwa,-1.303391,36.792404,Studio,46732,1,1,61,Occupied,2025-11-04,"Balcony, Electricity, Furnished, Security, Water, Pool",2025-04-29,https://example.com/images/HM00359.jpg
HM00360,Nairobi,Parklands,-1.221658,36.746212,Townhouse,116194,2,2,96,Vacant,2025-09-12,"Security, CCTV",2025-07-05,https://example.com/images/HM00360.jpg
HM00361,Nairobi,Westlands,-1.215626,36.768542,Townhouse,120000,3,2,115,Occupied,2026-01-17,"WiFi, Pool",2025-03-26,https://example.com/images/HM00361.jpg
HM00362,Nairobi,Parklands,-1.30205,36.815408,Maisonette,97162,1,1,70,Available_from,2025-11-02,"CCTV, Pool, Furnished, Gym, Electricity, Water",2025-06-24,https://example.com/images/HM00362.jpg
HM00363,Nairobi,Eastleigh,-1.310095,36.827145,Apartment,53920,2,2,85,Vacant,2025-09-12,"Water, Gym, Electricity",2025-07-18,https://example.com/images/HM00363.jpg
HM00364,Nairobi,Parklands,-1.296468,36.834719,Townhouse,51227,2,2,77,Occupied,2026-01-02,"Furnished, CCTV, Balcony, Electricity, Water, Security",2025-05-03,https://example.com/images/HM00364.jpg
HM00365,Nairobi,Parklands,-1.241351,36.860846,Maisonette,120000,4,3,146,Vacant,2025-09-12,"Parking, Electricity, Pool, Security, Water",2025-04-24,https://example.com/images/HM00365.jpg
HM00366,Kisumu,Milimani,-0.129887,34.743818,Studio,45000,1,1,63,Vacant,2025-09-12,"WiFi, Gym",2025-07-14,https://example.com/images/HM00366.jpg
HM00367,Nairobi,Lavington,-1.231198,36.766019,Studio,79268,1,1,61,Vacant,2025-09-12,"Water, Parking, Balcony, WiFi, Security, Gym",2025-03-27,https://example.com/images/HM00367.jpg
HM00368,Nairobi,Kilimani,-1.285918,36.864162,Studio,49282,1,1,74,Vacant,2025-09-12,"Furnished, Balcony",2025-09-01,https://example.com/images/HM00368.jpg
HM00369,Nairobi,Eastleigh,-1.216286,36.733243,Townhouse,120000,2,2,92,Available_from,2025-09-21,"Gym, Pool, Furnished, CCTV",2025-05-05,https://example.com/images/HM00369.jpg
HM00370,Mombasa,Kizingo,-4.039538,39.718372,Apartment,45004,2,2,81,Vacant,2025-09-12,"Parking, Security, Pool",2025-06-14,https://example.com/images/HM00370.jpg
HM00371,Mombasa,Kongowea,-4.000361,39.747645,Bedsitter,50218,0,1,26,Occupied,2025-10-19,"WiFi, Electricity, Water, Gym, Pool, Furnished",2025-04-07,https://example.com/images/HM00371.jpg
HM00372,Kisumu,Obunga,-0.053545,34.782871,Townhouse,32817,3,2,111,Vacant,2025-09-12,"CCTV, Security, Gym, WiFi",2025-04-18,https://example.com/images/HM00372.jpg
HM00373,Nairobi,Kileleshwa,-1.250276,36.846288,Maisonette,66422,3,2,120,Occupied,2025-11-15,"Water, CCTV, Security, Parking, WiFi",2025-07-30,https://example.com/images/HM00373.jpg
HM00374,Eldoret,Kimumu,0.512096,35.342347,Maisonette,35000,3,2,131,Available_from,2025-10-11,"Gym, WiFi, Water, Balcony",2025-05-03,https://example.com/images/HM00374.jpg
HM00375,Nairobi,Kileleshwa,-1.316856,36.897612,Studio,48756,1,1,81,Vacant,2025-09-12,"Electricity, CCTV, Parking, Water, Gym, Pool",2025-04-19,https://example.com/images/HM00375.jpg
HM00376,Mombasa,Mtwapa,-4.047811,39.711453,Maisonette,46977,3,2,83,Vacant,2025-09-12,"Parking, Balcony, CCTV",2025-05-24,https://example.com/images/HM00376.jpg
HM00377,Eldoret,Kapsoya,0.579084,35.358707,Maisonette,35000,1,1,73,Occupied,2026-02-14,"Gym, Electricity, Balcony, Pool",2025-03-26,https://example.com/images/HM00377.jpg
HM00378,Mombasa,Shanzu,-4.055766,39.674419,Studio,60000,1,1,81,Vacant,2025-09-12,"Parking, Pool, Furnished, Electricity, Balcony, CCTV",2025-05-17,https://example.com/images/HM00378.jpg
HM00379,Mombasa,Kizingo,-4.001455,39.644318,Bungalow,51672,2,2,63,Vacant,2025-09-12,"Balcony, WiFi, Pool, Electricity, Furnished",2025-07-02,https://example.com/images/HM00379.jpg
HM00380,Nairobi,Kilimani,-1.237206,36.883625,Bungalow,87399,3,2,121,Vacant,2025-09-12,"CCTV, Pool, Water",2025-06-24,https://example.com/images/HM00380.jpg
HM00381,Nairobi,Riverside,-1.317011,36.807126,Townhouse,120000,3,2,80,Vacant,2025-09-12,"Furnished, CCTV, Pool",2025-09-12,https://example.com/images/HM00381.jpg
HM00382,Nairobi,Eastleigh,-1.309763,36.850237,Townhouse,96214,3,2,135,Vacant,2025-09-12,"Balcony, Parking, Water, Gym, WiFi, Furnished",2025-04-26,https://example.com/images/HM00382.jpg
HM00383,Nakuru,Rhoda,-0.253084,36.053592,Bedsitter,17214,0,1,32,Vacant,2025-09-12,"Furnished, Water, Electricity",2025-03-16,https://example.com/images/HM00383.jpg
HM00384,Mombasa,Mvita,-4.088901,39.694739,Bungalow,10512,2,2,91,Vacant,2025-09-12,"Gym, CCTV, Balcony, Electricity, Parking, WiFi",2025-08-16,https://example.com/images/HM00384.jpg
HM00385,Nairobi,Dagoretti,-1.286626,36.836868,Maisonette,34642,1,1,67,Vacant,2025-09-12,"CCTV, WiFi",2025-06-08,https://example.com/images/HM00385.jpg
HM00386,Eldoret,Kimumu,0.503067,35.359311,Maisonette,33210,3,2,119,Vacant,2025-09-12,"Pool, Water, Gym, Security, WiFi, CCTV",2025-03-25,https://example.com/images/HM00386.jpg
HM00387,Nairobi,South C,-1.281261,36.88258,Apartment,120000,3,2,79,Vacant,2025-09-12,"Furnished, WiFi, Security",2025-07-28,https://example.com/images/HM00387.jpg
HM00388,Nairobi,Lavington,-1.2365,36.834049,Apartment,120000,2,2,93,Available_from,2025-10-15,"WiFi, Balcony, Security, Water, CCTV, Gym",2025-08-22,https://example.com/images/HM00388.jpg
HM00389,Nairobi,Kileleshwa,-1.246285,36.814387,Townhouse,84503,2,2,71,Occupied,2025-12-10,"Electricity, Parking, Furnished, Pool",2025-07-13,https://example.com/images/HM00389.jpg
HM00390,Mombasa,Nyali,-4.023628,39.662806,Studio,60000,1,1,71,Vacant,2025-09-12,"Pool, Electricity, Parking, Security",2025-05-06,https://example.com/images/HM00390.jpg
HM00391,Kisumu,Kibuye,-0.068882,34.761544,Studio,32129,1,1,45,Vacant,2025-09-12,"Security, Balcony, Parking, Pool",2025-04-29,https://example.com/images/HM00391.jpg
HM00392,Nairobi,Eastleigh,-1.209326,36.811448,Bungalow,115910,3,2,105,Vacant,2025-09-12,"Pool, Security, Gym, Balcony, Electricity",2025-03-30,https://example.com/images/HM00392.jpg
HM00393,Nakuru,Kapkures,-0.273506,36.097474,Studio,27975,1,1,58,Vacant,2025-09-12,"Security, Furnished, Water, Gym",2025-03-23,https://example.com/images/HM00393.jpg
HM00394,Nairobi,Ngong Road,-1.244819,36.873209,Studio,89077,1,1,56,Vacant,2025-09-12,"Security, Parking, WiFi, Electricity",2025-04-07,https://example.com/images/HM00394.jpg
HM00395,Nairobi,Lavington,-1.27541,36.871008,Bedsitter,37694,0,1,27,Vacant,2025-09-12,"Parking, Electricity, Furnished, Pool",2025-07-23,https://example.com/images/HM00395.jpg
HM00396,Nairobi,Riverside,-1.211405,36.756193,Bedsitter,111981,0,1,34,Vacant,2025-09-12,"Water, Furnished, CCTV, Pool",2025-03-25,https://example.com/images/HM00396.jpg
HM00397,Nairobi,Dagoretti,-1.3061,36.782867,Apartment,108360,3,2,80,Vacant,2025-09-12,"Furnished, Pool",2025-08-31,https://example.com/images/HM00397.jpg
HM00398,Kisumu,Milimani,-0.08802,34.76185,Maisonette,19157,2,2,77,Vacant,2025-09-12,"Furnished, WiFi, Water, CCTV, Gym",2025-04-14,https://example.com/images/HM00398.jpg
HM00399,Nairobi,Parklands,-1.252845,36.747404,Studio,58687,1,1,65,Vacant,2025-09-12,"CCTV, Electricity, Water, Parking",2025-06-03,https://example.com/images/HM00399.jpg
HM00400,Mombasa,Mvita,-4.041348,39.64558,Apartment,54625,2,2,66,Vacant,2025-09-12,"Balcony, CCTV",2025-04-30,https://example.com/images/HM00400.jpg
HM00401,Kisumu,Obunga,-0.083348,34.788309,Bungalow,24776,2,2,72,Occupied,2026-02-25,"Gym, Water",2025-04-08,https://example.com/images/HM00401.jpg
HM00402,Nakuru,Kivumbini,-0.320274,36.071727,Townhouse,31301,3,2,89,Available_from,2025-09-24,"WiFi, Security, Balcony, Furnished, Pool, Water",2025-06-07,https://example.com/images/HM00402.jpg
HM00403,Nairobi,Kilimani,-1.312156,36.749191,Bungalow,41716,2,2,109,Vacant,2025-09-12,"Water, Pool, Furnished, Electricity, Security, Parking",2025-06-07,https://example.com/images/HM00403.jpg
HM00404,Mombasa,Nyali,-4.018681,39.698602,Bungalow,25847,2,2,75,Vacant,2025-09-12,"Balcony, Furnished, Security, Pool, Gym",2025-08-14,https://example.com/images/HM00404.jpg
HM00405,Nairobi,Ngong Road,-1.251935,36.788174,Townhouse,107127,2,2,64,Occupied,2026-03-07,"Furnished, Gym, Security, WiFi, Parking",2025-07-07,https://example.com/images/HM00405.jpg
HM00406,Nairobi,Ngong Road,-1.311647,36.748487,Studio,108789,1,1,69,Vacant,2025-09-12,"Furnished, Electricity",2025-04-20,https://example.com/images/HM00406.jpg
HM00407,Nakuru,Milimani,-0.254292,36.096262,Bungalow,25167,2,2,96,Vacant,2025-09-12,"Security, WiFi, Pool",2025-07-05,https://example.com/images/HM00407.jpg
HM00408,Kisumu,Kibuye,-0.050874,34.780791,Studio,45000,1,1,70,Occupied,2025-12-26,"Security, Pool",2025-03-29,https://example.com/images/HM00408.jpg
HM00409,Nairobi,Dagoretti,-1.22151,36.791072,Bedsitter,105896,0,1,25,Vacant,2025-09-12,"Balcony, Security, CCTV, Electricity, Gym, Pool",2025-08-02,https://example.com/images/HM00409.jpg
HM00410,Nairobi,Kileleshwa,-1.263015,36.761999,Bungalow,73962,3,2,101,Vacant,2025-09-12,"Water, Parking, Furnished",2025-08-28,https://example.com/images/HM00410.jpg
HM00411,Nairobi,Riverside,-1.241049,36.895746,Maisonette,93426,1,1,71,Occupied,2026-01-28,"Water, Gym, Balcony, WiFi, Electricity, Security",2025-06-14,https://example.com/images/HM00411.jpg
HM00412,Nairobi,Ngong Road,-1.247451,36.82825,Townhouse,85729,2,2,86,Available_from,2025-10-21,"Parking, CCTV, Gym, Security",2025-06-18,https://example.com/images/HM00412.jpg
HM00413,Nairobi,Riverside,-1.204591,36.743611,Townhouse,120000,3,2,123,Occupied,2026-02-08,"Furnished, Pool, CCTV, Gym, Electricity, Parking",2025-09-07,https://example.com/images/HM00413.jpg
HM00414,Mombasa,Shanzu,-4.037833,39.707434,Bedsitter,35821,0,1,18,Vacant,2025-09-12,"Gym, Security, Balcony, Water, CCTV, Pool",2025-04-27,https://example.com/images/HM00414.jpg
HM00415,Nairobi,Parklands,-1.230069,36.853585,Studio,47992,1,1,85,Vacant,2025-09-12,"CCTV, Parking, WiFi",2025-08-22,https://example.com/images/HM00415.jpg
HM00416,Nairobi,Riverside,-1.310099,36.815951,Bedsitter,41465,0,1,26,Vacant,2025-09-12,"Parking, Furnished, Water, WiFi",2025-04-23,https://example.com/images/HM00416.jpg
HM00417,Kisumu,Kibuye,-0.067294,34.758288,Townhouse,18607,2,2,93,Occupied,2026-01-07,"Water, CCTV",2025-07-20,https://example.com/images/HM00417.jpg
HM00418,Kisumu,Kong'onyo,-0.070667,34.756656,Bungalow,19865,3,2,111,Occupied,2026-01-08,"WiFi, Furnished",2025-03-29,https://example.com/images/HM00418.jpg
HM00419,Nairobi,Ngong Road,-1.262852,36.810965,Studio,44805,1,1,69,Vacant,2025-09-12,"Pool, Balcony, Parking",2025-05-28,https://example.com/images/HM00419.jpg
HM00420,Eldoret,Langas,0.53584,35.284726,Studio,29243,1,1,47,Vacant,2025-09-12,"Security, Balcony, WiFi, Water, Pool, CCTV",2025-04-10,https://example.com/images/HM00420.jpg
HM00421,Nairobi,Parklands,-1.273062,36.861436,Townhouse,108361,2,2,109,Vacant,2025-09-12,"Water, Security, Parking, Pool",2025-03-18,https://example.com/images/HM00421.jpg
HM00422,Nakuru,Milimani,-0.288875,36.086768,Townhouse,18038,2,2,78,Vacant,2025-09-12,"Parking, Furnished",2025-03-30,https://example.com/images/HM00422.jpg
HM00423,Eldoret,Kapsoya,0.604059,35.320189,Townhouse,13041,4,3,106,Vacant,2025-09-12,"Water, Furnished, CCTV, Gym, Balcony, Electricity",2025-09-01,https://example.com/images/HM00423.jpg
HM00424,Eldoret,Langas,0.600723,35.280402,Bungalow,35000,3,2,124,Vacant,2025-09-12,"Furnished, WiFi, Parking",2025-06-21,https://example.com/images/HM00424.jpg
HM00425,Nairobi,Kilimani,-1.289011,36.868176,Maisonette,84398,2,2,72,Vacant,2025-09-12,"Gym, Furnished, Water",2025-08-01,https://example.com/images/HM00425.jpg
HM00426,Kisumu,Kondele,-0.084743,34.747437,Bungalow,16550,3,2,79,Vacant,2025-09-12,"Gym, Parking, CCTV, Furnished",2025-08-30,https://example.com/images/HM00426.jpg
HM00427,Mombasa,Nyali,-4.030185,39.669308,Townhouse,35908,2,2,60,Vacant,2025-09-12,"Gym, Balcony, Pool, CCTV, Security",2025-04-02,https://example.com/images/HM00427.jpg
HM00428,Mombasa,Nyali,-4.055402,39.715819,Bungalow,40613,1,1,67,Vacant,2025-09-12,"Balcony, Parking, Furnished, Water",2025-07-30,https://example.com/images/HM00428.jpg
HM00429,Nakuru,Kapkures,-0.321954,36.082175,Bedsitter,28377,0,1,23,Vacant,2025-09-12,"Electricity, WiFi, Balcony, Parking, Security",2025-09-08,https://example.com/images/HM00429.jpg
HM00430,Nairobi,Westlands,-1.213774,36.804457,Maisonette,39978,1,1,82,Vacant,2025-09-12,"Furnished, Pool, WiFi, Electricity, Gym",2025-07-09,https://example.com/images/HM00430.jpg
HM00431,Eldoret,Kimumu,0.494445,35.256166,Townhouse,10684,1,1,78,Vacant,2025-09-12,"Water, Electricity, Furnished, Parking, Security, Gym",2025-07-19,https://example.com/images/HM00431.jpg
HM00432,Kisumu,Kong'onyo,-0.058354,34.783286,Maisonette,17961,3,2,86,Vacant,2025-09-12,"Furnished, Gym, Water, Balcony",2025-08-14,https://example.com/images/HM00432.jpg
HM00433,Nairobi,Westlands,-1.306298,36.831146,Studio,43248,1,1,57,Vacant,2025-09-12,"Security, Furnished, Water, Gym, Pool",2025-03-27,https://example.com/images/HM00433.jpg
HM00434,Mombasa,Mvita,-4.08431,39.670128,Bungalow,30867,1,1,55,Vacant,2025-09-12,"Parking, Water, Furnished, Balcony, Security, WiFi",2025-06-20,https://example.com/images/HM00434.jpg
HM00435,Nakuru,Milimani,-0.242037,36.055651,Apartment,11267,1,1,82,Occupied,2026-01-26,"Water, Electricity, CCTV, Security, Gym",2025-07-27,https://example.com/images/HM00435.jpg
HM00436,Nairobi,Lavington,-1.207429,36.833791,Apartment,114387,2,2,99,Available_from,2025-10-25,"Security, Balcony, Parking, WiFi",2025-05-15,https://example.com/images/HM00436.jpg
HM00437,Nairobi,Dagoretti,-1.202785,36.835217,Studio,77397,1,1,74,Occupied,2025-12-04,"Parking, Electricity, Furnished, Balcony",2025-04-23,https://example.com/images/HM00437.jpg
HM00438,Kisumu,Kong'onyo,-0.095224,34.751183,Apartment,24338,1,1,58,Vacant,2025-09-12,"CCTV, Gym, Parking, Pool",2025-03-29,https://example.com/images/HM00438.jpg
HM00439,Eldoret,Kapsoya,0.508965,35.253197,Studio,10614,1,1,60,Occupied,2026-03-09,"Balcony, Electricity, Security, Furnished",2025-04-13,https://example.com/images/HM00439.jpg
HM00440,Nairobi,Westlands,-1.291546,36.800141,Maisonette,48348,2,2,90,Vacant,2025-09-12,"Balcony, Water",2025-05-10,https://example.com/images/HM00440.jpg
HM00441,Eldoret,Langas,0.511367,35.291083,Bungalow,34060,3,2,92,Vacant,2025-09-12,"Parking, CCTV, WiFi",2025-04-19,https://example.com/images/HM00441.jpg
HM00442,Nairobi,Riverside,-1.264971,36.759104,Bedsitter,38084,0,1,27,Vacant,2025-09-12,"Water, Pool, Electricity, Parking, Gym, WiFi",2025-07-19,https://example.com/images/HM00442.jpg
HM00443,Nakuru,Rhoda,-0.270842,36.108589,Bedsitter,7478,0,1,31,Occupied,2025-12-14,"Security, Balcony, Electricity",2025-08-14,https://example.com/images/HM00443.jpg
HM00444,Eldoret,Kiplombe,0.59779,35.295955,Apartment,22268,1,1,77,Vacant,2025-09-12,"Balcony, Gym, Furnished, Electricity, CCTV, Pool",2025-04-06,https://example.com/images/HM00444.jpg
HM00445,Mombasa,Nyali,-4.027616,39.684728,Maisonette,26498,1,1,50,Vacant,2025-09-12,"Water, Gym, Parking, Electricity",2025-07-12,https://example.com/images/HM00445.jpg
HM00446,Nakuru,Kivumbini,-0.311505,36.111009,Townhouse,35342,2,2,100,Vacant,2025-09-12,"Pool, Parking, WiFi, Electricity",2025-05-24,https://example.com/images/HM00446.jpg
HM00447,Kisumu,Obunga,-0.091181,34.795614,Townhouse,45000,1,1,48,Vacant,2025-09-12,"Parking, Furnished, Balcony, Water",2025-07-13,https://example.com/images/HM00447.jpg
HM00448,Mombasa,Mvita,-4.057021,39.711299,Townhouse,50870,1,1,58,Vacant,2025-09-12,"Electricity, Pool, Furnished, Security",2025-07-16,https://example.com/images/HM00448.jpg
HM00449,Kisumu,Obunga,-0.061598,34.789199,Townhouse,27800,3,2,132,Vacant,2025-09-12,"WiFi, Parking, Furnished, Water, Balcony",2025-07-09,https://example.com/images/HM00449.jpg
HM00450,Nairobi,Dagoretti,-1.220453,36.809928,Studio,97718,1,1,79,Occupied,2026-02-04,"Security, Furnished, Electricity, Gym, Parking, CCTV",2025-06-24,https://example.com/images/HM00450.jpg
HM00451,Eldoret,Riat,0.604991,35.258464,Maisonette,33206,2,2,91,Vacant,2025-09-12,"Pool, Parking, WiFi",2025-06-30,https://example.com/images/HM00451.jpg
HM00452,Eldoret,Kiplombe,0.601807,35.30213,Bungalow,31281,2,2,78,Vacant,2025-09-12,"Electricity, Pool",2025-08-28,https://example.com/images/HM00452.jpg
HM00453,Nairobi,Parklands,-1.278865,36.839829,Bedsitter,66045,0,1,34,Occupied,2026-02-02,"WiFi, Water, CCTV, Furnished, Pool",2025-05-13,https://example.com/images/HM00453.jpg
HM00454,Nairobi,South C,-1.22763,36.738044,Bedsitter,44860,0,1,23,Vacant,2025-09-12,"Pool, WiFi, Water",2025-04-29,https://example.com/images/HM00454.jpg
HM00455,Nakuru,Rhoda,-0.313875,36.058184,Bedsitter,25959,0,1,32,Vacant,2025-09-12,"Electricity, Pool, Parking",2025-09-02,https://example.com/images/HM00455.jpg
HM00456,Nairobi,Eastleigh,-1.302247,36.806233,Maisonette,35158,2,2,61,Vacant,2025-09-12,"Water, Gym, Security, Furnished, Parking",2025-08-02,https://example.com/images/HM00456.jpg
HM00457,Eldoret,Riat,0.567669,35.282511,Bedsitter,34118,0,1,22,Occupied,2026-02-02,"Furnished, Gym, Parking, CCTV",2025-09-05,https://example.com/images/HM00457.jpg
HM00458,Mombasa,Mvita,-4.087768,39.707927,Maisonette,16224,2,2,63,Vacant,2025-09-12,"CCTV, Pool, Electricity",2025-05-26,https://example.com/images/HM00458.jpg
HM00459,Nairobi,Westlands,-1.255391,36.805728,Townhouse,120000,4,3,140,Vacant,2025-09-12,"CCTV, Pool, Parking, Security",2025-06-16,https://example.com/images/HM00459.jpg
HM00460,Nairobi,Ngong Road,-1.275644,36.793381,Bedsitter,51216,0,1,27,Available_from,2025-11-09,"Furnished, Electricity, Gym, Security, Pool, Balcony",2025-05-28,https://example.com/images/HM00460.jpg
HM00461,Nairobi,Ngong Road,-1.232567,36.800413,Studio,88154,1,1,54,Vacant,2025-09-12,"Pool, Security, Furnished, WiFi, Electricity",2025-04-07,https://example.com/images/HM00461.jpg
HM00462,Nairobi,South C,-1.270258,36.824488,Townhouse,120000,2,2,72,Vacant,2025-09-12,"WiFi, Pool, Gym, Parking, Water",2025-08-12,https://example.com/images/HM00462.jpg
HM00463,Nairobi,Dagoretti,-1.231217,36.768168,Apartment,52720,1,1,85,Occupied,2026-02-09,"WiFi, Balcony",2025-04-30,https://example.com/images/HM00463.jpg
HM00464,Nairobi,Lavington,-1.316587,36.860002,Bungalow,33742,4,3,136,Vacant,2025-09-12,"Balcony, WiFi, Gym, Security, Parking, Water",2025-07-25,https://example.com/images/HM00464.jpg
HM00465,Kisumu,Milimani,-0.063925,34.751399,Apartment,28399,1,1,53,Vacant,2025-09-12,"WiFi, Security",2025-07-01,https://example.com/images/HM00465.jpg
